City,Colors Reported,Shape Reported,State,Time,Location
Beatrice,,OTHER,NE,7/1/1956 16:00,"Beatrice,NE"
Wichita,,,KS,7/12/1956 19:00,"Wichita,KS"
Sacramento,,DISK,CA,7/14/1956 19:30,"Sacramento,CA"
East Hampton,,DISK,CT,7/15/1956 0:00,"East Hampton,CT"
Yellowstone Park,,DISK,WY,7/15/1956 0:00,"Yellowstone Park,WY"
Sugarcreek,,DISK,OH,7/15/1956 5:00,"Sugarcreek,OH"
Harvard,,,MA,8/1/1956 20:00,"Harvard,MA"
Bradford,YELLOW,SPHERE,AL,8/1/1956 23:30,"Bradford,AL"
Norfolk,,CIGAR,VA,9/9/1956 5:55,"Norfolk,VA"
Middle River,BLUE,CIRCLE,MD,9/15/1956 20:00,"Middle River,MD"
Hope,,CIRCLE,AR,9/20/1956 16:00,"Hope,AR"
Greenwich,,LIGHT,CT,9/21/1956 0:00,"Greenwich,CT"
Newport,,RECTANGLE,NH,10/1/1956 19:00,"Newport,NH"
Edna,,CIRCLE,TX,10/10/1956 21:00,"Edna,TX"
Mt. Vernon,,DISK,IN,10/15/1956 21:30,"Mt. Vernon,IN"
Aberdeen,ORANGE,CIRCLE,SD,11/15/1956 18:30,"Aberdeen,SD"
Painsville,,RECTANGLE,OH,11/27/1956 22:00,"Painsville,OH"
Columbus,,FORMATION,OH,12/1/1956 23:00,"Columbus,OH"
Dallas,,,TX,1/1/1957 21:00,"Dallas,TX"
Jena,,SPHERE,LA,3/5/1957 19:30,"Jena,LA"
Fort Devans,,OVAL,MA,3/7/1957 4:00,"Fort Devans,MA"
Los Angeles,,FORMATION,CA,3/15/1957 13:00,"Los Angeles,CA"
Los Angeles,,DISK,CA,3/15/1957 15:00,"Los Angeles,CA"
Canton,,CIGAR,OH,5/1/1957 12:00,"Canton,OH"
Rhinebeck,,DIAMOND,NY,5/25/1957 13:00,"Rhinebeck,NY"
Union Bower are irving,,FORMATION,TX,6/1/1957 0:00,"Union Bower are irving,TX"
El Paso,,DISK,TX,6/1/1957 10:00,"El Paso,TX"
E. Los Angeles,,LIGHT,CA,6/1/1957 12:00,"E. Los Angeles,CA"
Glens Falls,,DISK,NY,6/1/1957 20:00,"Glens Falls,NY"
Irving,,LIGHT,TX,6/1/1957 22:00,"Irving,TX"
Hicksville,,CIRCLE,NY,6/6/1957 22:00,"Hicksville,NY"
Green Lake,,OVAL,MI,6/12/1957 19:00,"Green Lake,MI"
Livermore Falls,,DIAMOND,ME,6/14/1957 10:00,"Livermore Falls,ME"
Great Falls,,,MT,6/15/1957 0:00,"Great Falls,MT"
Hartford City,,DISK,IN,6/15/1957 13:00,"Hartford City,IN"
Walled Lake,,CYLINDER,MI,6/15/1957 23:30,"Walled Lake,MI"
San Leandro,,LIGHT,CA,6/19/1957 21:00,"San Leandro,CA"
Lubbock,,TRIANGLE,TX,6/21/1957 17:00,"Lubbock,TX"
Norwalk,,DISK,CA,6/21/1957 19:30,"Norwalk,CA"
Arctic,,CIGAR,AK,6/30/1957 0:00,"Arctic,AK"
Dallas,,OTHER,TX,6/30/1957 0:00,"Dallas,TX"
Birmingham,,,MI,6/30/1957 3:30,"Birmingham,MI"
New York City,,TEARDROP,NY,6/30/1957 12:00,"New York City,NY"
Burlington,,CIRCLE,IA,6/30/1957 13:00,"Burlington,IA"
Russellville,ORANGE,SPHERE,AR,6/30/1957 18:00,"Russellville,AR"
Barker,,DISK,NY,6/30/1957 20:00,"Barker,NY"
Albany,,CIRCLE,CA,6/30/1957 21:00,"Albany,CA"
Mullens,,OVAL,WV,7/1/1957 13:00,"Mullens,WV"
Talcott,,SPHERE,WV,7/1/1957 13:00,"Talcott,WV"
Del Rio,,CIGAR,TX,7/1/1957 20:00,"Del Rio,TX"
Phillipsburg,,CIGAR,NJ,7/10/1957 20:00,"Phillipsburg,NJ"
Baltimore,,OTHER,MD,7/10/1957 22:00,"Baltimore,MD"
Chesapeake,,DISK,OH,7/13/1957 9:00,"Chesapeake,OH"
Temple City,,LIGHT,CA,7/15/1957 12:00,"Temple City,CA"
Houston,,DIAMOND,TX,7/15/1957 13:00,"Houston,TX"
Williamsport,,CIGAR,PA,7/15/1957 14:00,"Williamsport,PA"
Long Beach,,DISK,CA,7/15/1957 15:00,"Long Beach,CA"
Denver,,LIGHT,CO,7/15/1957 22:00,"Denver,CO"
Kresgeville,,,PA,7/15/1957 22:00,"Kresgeville,PA"
Salt  Lake City,,DISK,UT,7/15/1957 22:00,"Salt  Lake City,UT"
Kansas City,RED,LIGHT,MO,7/15/1957 23:30,"Kansas City,MO"
Arco,,DISK,ID,8/1/1957 12:00,"Arco,ID"
Vandalia,,DISK,OH,8/3/1957 20:00,"Vandalia,OH"
Bainbridge,,FIREBALL,MD,8/4/1957 2:00,"Bainbridge,MD"
Indianapolis,,LIGHT,IN,8/7/1957 1:00,"Indianapolis,IN"
San Diego,,DISK,CA,8/9/1957 0:30,"San Diego,CA"
Ticonderoga,,DISK,NY,8/14/1957 16:00,"Ticonderoga,NY"
California,,FIREBALL,CA,8/14/1957 21:00,"California,CA"
Longview,,TRIANGLE,WA,8/15/1957 1:00,"Longview,WA"
Ludlow,,CIGAR,MA,8/15/1957 1:00,"Ludlow,MA"
Exeter,,DISK,NH,8/15/1957 21:00,"Exeter,NH"
Auburn,,,MA,8/15/1957 21:30,"Auburn,MA"
Smith's Ferry,,DISK,ID,8/16/1957 21:30,"Smith's Ferry,ID"
Huntington,,TRIANGLE,IN,8/17/1957 23:00,"Huntington,IN"
Graham,,SPHERE,TX,9/1/1957 16:00,"Graham,TX"
Brecksville,,CIRCLE,OH,9/1/1957 23:00,"Brecksville,OH"
Los Gatos,,DISK,CA,9/5/1957 17:30,"Los Gatos,CA"
St. Paul,,DISK,MN,9/10/1957 19:15,"St. Paul,MN"
El Paso,,DISK,TX,9/15/1957 4:00,"El Paso,TX"
Lake Jackson,,FIREBALL,TX,9/15/1957 21:30,"Lake Jackson,TX"
Tacoma,,DISK,WA,9/15/1957 23:00,"Tacoma,WA"
Hopkinsville,,CIGAR,KY,9/20/1957 0:00,"Hopkinsville,KY"
Nelchina,,,AK,10/1/1957 16:00,"Nelchina,AK"
Martelle,,CIGAR,IA,10/1/1957 20:30,"Martelle,IA"
Paterson,,DISK,NJ,10/1/1957 21:00,"Paterson,NJ"
Northeast Cape AFS,,,AK,10/1/1957 22:00,"Northeast Cape AFS,AK"
St. Paul,,LIGHT,MN,10/5/1957 19:00,"St. Paul,MN"
England,,DISK,AR,10/15/1957 1:45,"England,AR"
New York City,,,NY,10/15/1957 2:00,"New York City,NY"
Houston,,LIGHT,TX,10/15/1957 20:30,"Houston,TX"
Commerce City,,FIREBALL,CO,10/15/1957 22:00,"Commerce City,CO"
Teaneck,,CYLINDER,NJ,11/10/1957 17:00,"Teaneck,NJ"
Corpus Christi,,LIGHT,TX,11/10/1957 19:00,"Corpus Christi,TX"
St Lawrence Island,,OTHER,AK,11/10/1957 20:00,"St Lawrence Island,AK"
Madison,,CIGAR,WI,12/28/1957 0:00,"Madison,WI"
Madison,,CIGAR,WI,12/28/1957 0:00,"Madison,WI"
Pep,,FIREBALL,TX,1/1/1958 22:00,"Pep,TX"
Howell,,CIGAR,MI,2/15/1958 2:30,"Howell,MI"
Winooski,,OVAL,VT,4/17/1958 21:30,"Winooski,VT"
Winooski,,OVAL,VT,4/17/1958 21:30,"Winooski,VT"
Palmer Park,,SPHERE,MD,5/5/1958 20:00,"Palmer Park,MD"
North Hollywood,,CIRCLE,CA,5/7/1958 10:00,"North Hollywood,CA"
Cincinnati,,DIAMOND,OH,5/16/1958 0:00,"Cincinnati,OH"
North Hollywood,,SPHERE,CA,5/20/1958 0:00,"North Hollywood,CA"
Middlesex,,CIRCLE,NC,6/1/1958 2:00,"Middlesex,NC"
San Francisco,,OVAL,CA,6/1/1958 19:00,"San Francisco,CA"
New York City,,OVAL,NY,6/1/1958 21:00,"New York City,NY"
Timpson,,LIGHT,TX,6/1/1958 22:00,"Timpson,TX"
Grand Island,,CIRCLE,NE,6/1/1958 22:30,"Grand Island,NE"
Cincinnati,,DIAMOND,OH,6/6/1958 9:30,"Cincinnati,OH"
Baldwin Park,,CIGAR,CA,6/10/1958 12:00,"Baldwin Park,CA"
Florala ?,,DISK,AL,6/15/1958 0:00,"Florala ?,AL"
Mountain View,,OTHER,MO,6/15/1958 0:00,"Mountain View,MO"
Coffeyville,,CIGAR,KS,6/15/1958 15:00,"Coffeyville,KS"
Yonkers,,LIGHT,NY,6/15/1958 15:00,"Yonkers,NY"
Menlo Park,,LIGHT,CA,6/15/1958 19:15,"Menlo Park,CA"
Houston,,DISK,TX,6/15/1958 20:00,"Houston,TX"
Oklahoma,,LIGHT,OK,6/15/1958 22:00,"Oklahoma,OK"
Pawnee,,,OK,6/15/1958 23:00,"Pawnee,OK"
Pawnee,,LIGHT,OK,6/15/1958 23:00,"Pawnee,OK"
Silverdale,,CYLINDER,WA,6/30/1958 12:00,"Silverdale,WA"
Conyers,,TEARDROP,GA,6/30/1958 13:00,"Conyers,GA"
Camden,,DISK,ME,6/30/1958 16:00,"Camden,ME"
Fort Worth,,DISK,TX,6/30/1958 20:00,"Fort Worth,TX"
Durham,,LIGHT,KS,6/30/1958 21:30,"Durham,KS"
Thibodaux,,FIREBALL,LA,6/30/1958 23:00,"Thibodaux,LA"
Osmond,,,NE,7/1/1958 4:48,"Osmond,NE"
Muncie,,,IN,7/1/1958 21:00,"Muncie,IN"
Cheektowaga,,TEARDROP,NY,7/10/1958 9:00,"Cheektowaga,NY"
Woodland Hills,,LIGHT,FL,7/10/1958 17:00,"Woodland Hills,FL"
no data,,DISK,UT,7/11/1958 23:00,"no data,UT"
Novato,,DISK,CA,7/15/1958 17:30,"Novato,CA"
Rock Springs,,DISK,WY,7/20/1958 21:30,"Rock Springs,WY"
Randallstown,,TRIANGLE,MD,7/30/1958 22:00,"Randallstown,MD"
Derby,,DISK,CT,8/1/1958 19:00,"Derby,CT"
Scarborough,,DISK,ME,8/8/1958 15:00,"Scarborough,ME"
Bellevue,,LIGHT,WA,8/10/1958 21:30,"Bellevue,WA"
Monroe,,OVAL,GA,8/15/1958 14:00,"Monroe,GA"
Fargo,,DISK,ND,9/1/1958 20:00,"Fargo,ND"
Perry,RED,TRIANGLE,IA,9/1/1958 21:00,"Perry,IA"
Arthur,,,ND,9/7/1958 19:00,"Arthur,ND"
Ashland,,CIRCLE,KY,9/14/1958 19:30,"Ashland,KY"
Davis Jct.,,FIREBALL,IL,9/20/1958 22:20,"Davis Jct.,IL"
Phelps County,,DISK,NE,9/25/1958 19:00,"Phelps County,NE"
St. Paul,,OTHER,MN,10/20/1958 21:00,"St. Paul,MN"
Terrebonne,,,OR,10/25/1958 20:00,"Terrebonne,OR"
Riverside,,LIGHT,IL,10/30/1958 1:00,"Riverside,IL"
Greenville,,DISK,RI,11/15/1958 22:30,"Greenville,RI"
Milwaukee,,DISK,WI,11/25/1958 23:00,"Milwaukee,WI"
South San Francisco,,DISK,CA,1/10/1959 18:30,"South San Francisco,CA"
New York City,,,NY,3/1/1959 23:00,"New York City,NY"
Miami,,SPHERE,FL,4/1/1959 1:00,"Miami,FL"
Mendham,,DISK,NJ,4/15/1959 21:00,"Mendham,NJ"
Baden,,CYLINDER,PA,4/26/1959 19:00,"Baden,PA"
Columbus,,LIGHT,OH,5/1/1959 18:30,"Columbus,OH"
El Sobrante,YELLOW,CIRCLE,CA,5/5/1959 9:00,"El Sobrante,CA"
Evanston,,,IL,5/15/1959 4:00,"Evanston,IL"
Cincinnati,,DISK,OH,5/30/1959 17:00,"Cincinnati,OH"
Wabash River,,CIRCLE,IN,6/1/1959 8:00,"Wabash River,IN"
Nashville,,,TX,6/1/1959 12:00,"Nashville,TX"
Orange,,CYLINDER,CT,6/1/1959 12:00,"Orange,CT"
Sidney,,LIGHT,OH,6/1/1959 18:30,"Sidney,OH"
Nelson,,CIGAR,NE,6/1/1959 22:00,"Nelson,NE"
Arvada,,CIRCLE,CO,6/5/1959 13:00,"Arvada,CO"
Monroe,,,MI,6/10/1959 13:00,"Monroe,MI"
Missoula,,,MT,6/15/1959 1:00,"Missoula,MT"
Minneapolis,,OTHER,MN,6/15/1959 8:30,"Minneapolis,MN"
Campbell,,DISK,CA,6/15/1959 10:00,"Campbell,CA"
Buffalo,,LIGHT,WV,6/15/1959 23:00,"Buffalo,WV"
Minneapolis,,FORMATION,MN,6/23/1959 22:00,"Minneapolis,MN"
Globe,,RECTANGLE,AZ,6/28/1959 13:00,"Globe,AZ"
Campbellsport,,CIRCLE,WI,6/30/1959 14:00,"Campbellsport,WI"
New York City,,OVAL,NY,6/30/1959 20:00,"New York City,NY"
Phoenix,,DISK,AZ,6/30/1959 21:00,"Phoenix,AZ"
Strathmore,,DISK,CA,7/1/1959 1:00,"Strathmore,CA"
Castle Rock,,CIGAR,WA,7/1/1959 20:00,"Castle Rock,WA"
Gardner Lake,,OVAL,ME,7/4/1959 20:00,"Gardner Lake,ME"
Long Beach,,LIGHT,CA,7/7/1959 23:00,"Long Beach,CA"
Nort Sutton,,,NH,7/15/1959 12:00,"Nort Sutton,NH"
New Albany,,CIGAR,IN,7/15/1959 23:00,"New Albany,IN"
Worcester,,OTHER,MA,7/16/1959 18:00,"Worcester,MA"
Salem,,DISK,OH,7/19/1959 1:00,"Salem,OH"
Fort Lauderdale,,LIGHT,FL,7/20/1959 21:30,"Fort Lauderdale,FL"
Allendale,,LIGHT,KY,7/22/1959 14:30,"Allendale,KY"
Golden,,DISK,TX,8/1/1959 18:00,"Golden,TX"
Reseda,,DISK,CA,8/10/1959 1:30,"Reseda,CA"
Troy,,,NY,8/13/1959 21:00,"Troy,NY"
Jewett,,LIGHT,NY,8/13/1959 22:30,"Jewett,NY"
Roswell,,,NM,8/15/1959 15:00,"Roswell,NM"
Mohave,,LIGHT,CA,8/15/1959 21:00,"Mohave,CA"
Lake Bonita,,FIREBALL,NM,8/20/1959 3:00,"Lake Bonita,NM"
Fallon,,OVAL,NV,9/15/1959 0:00,"Fallon,NV"
Goldfield,,LIGHT,NV,9/15/1959 1:00,"Goldfield,NV"
Dayton,,DISK,OH,9/15/1959 11:30,"Dayton,OH"
New York City,,OTHER,NY,10/1/1959 16:00,"New York City,NY"
Jacksonville,,,IL,10/1/1959 19:00,"Jacksonville,IL"
Duluth,,,WI,10/1/1959 20:45,"Duluth,WI"
Duluth,,,WI,10/5/1959 18:30,"Duluth,WI"
Rock Hill,,TRIANGLE,SC,10/5/1959 19:00,"Rock Hill,SC"
Marysville,,OTHER,WA,10/15/1959 0:00,"Marysville,WA"
Four States,RED,SPHERE,WV,10/16/1959 22:30,"Four States,WV"
Starke,,SPHERE,FL,11/11/1959 20:00,"Starke,FL"
Lafayette,,CIRCLE,IN,11/15/1959 1:30,"Lafayette,IN"
Los Angeles,,DISK,CA,12/20/1959 18:30,"Los Angeles,CA"
Tehachapi,,FIREBALL,CA,12/30/1959 18:35,"Tehachapi,CA"
Del Mar,,,CA,12/30/1959 23:00,"Del Mar,CA"
Bristol,,DISK,VA,1/15/1960 22:00,"Bristol,VA"
St. Paul,,CIGAR,MN,2/1/1960 22:15,"St. Paul,MN"
Hartwell,,CIGAR,GA,2/1/1960 23:00,"Hartwell,GA"
Winston-Salem,,CIGAR,NC,2/18/1960 21:00,"Winston-Salem,NC"
Houston,,TRIANGLE,TX,3/12/1960 23:00,"Houston,TX"
Houston,,OTHER,TX,4/1/1960 21:00,"Houston,TX"
Tucson,,LIGHT,AZ,5/1/1960 20:00,"Tucson,AZ"
Schenectady,,,NY,5/15/1960 0:00,"Schenectady,NY"
Terre Haute,,OTHER,IN,5/15/1960 18:00,"Terre Haute,IN"
Great Bend,,OTHER,KS,6/1/1960 0:00,"Great Bend,KS"
Salt Lake City,,DISK,UT,6/1/1960 0:00,"Salt Lake City,UT"
Seattle,GREEN,OVAL,WA,6/1/1960 0:00,"Seattle,WA"
Yakima,,OTHER,WA,6/1/1960 2:30,"Yakima,WA"
Palmdale,,DISK,CA,6/1/1960 12:00,"Palmdale,CA"
Sacramento,,CIGAR,CA,6/1/1960 12:00,"Sacramento,CA"
Chadd's Ford,,CYLINDER,PA,6/1/1960 13:00,"Chadd's Ford,PA"
New Jersey,,CIGAR,NJ,6/1/1960 13:00,"New Jersey,NJ"
Watervliet,,DISK,MI,6/1/1960 18:00,"Watervliet,MI"
Vassalboro,,OVAL,ME,6/1/1960 20:00,"Vassalboro,ME"
Silverfdale,,VARIOUS,WA,6/1/1960 22:00,"Silverfdale,WA"
Santa Ana,,DISK,CA,6/3/1960 18:00,"Santa Ana,CA"
Cape Canaveral,,FIREBALL,FL,6/6/1960 12:00,"Cape Canaveral,FL"
Philadelphia,,SPHERE,PA,6/10/1960 18:00,"Philadelphia,PA"
Barstow-Baker,,DISK,CA,6/11/1960 2:00,"Barstow-Baker,CA"
Great Falls,,FORMATION,MT,6/12/1960 14:30,"Great Falls,MT"
Quincy,,DISK,CA,6/13/1960 2:00,"Quincy,CA"
Baltimore,,OTHER,MD,6/15/1960 21:00,"Baltimore,MD"
Kansas City,,DISK,KS,6/15/1960 21:45,"Kansas City,KS"
Chicago,,OVAL,IL,6/18/1960 23:00,"Chicago,IL"
East Bernstadt,,DISK,KY,6/21/1960 14:00,"East Bernstadt,KY"
Albertson,,,NY,6/30/1960 0:00,"Albertson,NY"
Litchfield,,OTHER,PA,6/30/1960 12:00,"Litchfield,PA"
Portland,,DISK,OR,6/30/1960 20:30,"Portland,OR"
,,DISK,NV,7/1/1960 12:00,
Stevens,,OTHER,MN,7/1/1960 12:00,"Stevens,MN"
Portland,,,OR,7/1/1960 20:00,"Portland,OR"
New Berlin,,CIRCLE,WI,7/4/1960 21:30,"New Berlin,WI"
Springdale,,FORMATION,AR,7/7/1960 22:00,"Springdale,AR"
La Verne,ORANGE YELLOW,CIRCLE,CA,7/15/1960 1:00,"La Verne,CA"
Pacific Coast Highway,,,CA,7/15/1960 10:00,"Pacific Coast Highway,CA"
Goldsboro,,SPHERE,NC,7/15/1960 16:00,"Goldsboro,NC"
Amarillo,,DIAMOND,TX,7/15/1960 21:00,"Amarillo,TX"
Upland,,CIRCLE,CA,7/30/1960 21:00,"Upland,CA"
Allentown,,CYLINDER,PA,8/1/1960 12:00,"Allentown,PA"
Taftville,,DISK,CT,8/1/1960 15:00,"Taftville,CT"
Boston,,DISK,MA,8/1/1960 18:00,"Boston,MA"
Carteret,,CIGAR,NJ,8/1/1960 18:00,"Carteret,NJ"
Crystal,,CIRCLE,WI,8/1/1960 23:00,"Crystal,WI"
Cherokee,,FIREBALL,NC,8/2/1960 23:00,"Cherokee,NC"
Belmont,,CIRCLE,NY,8/10/1960 1:00,"Belmont,NY"
Watchung,RED,CIGAR,NJ,8/10/1960 18:00,"Watchung,NJ"
Cottonwood,,,WA,8/13/1960 19:00,"Cottonwood,WA"
Saugus,,CIRCLE,MA,8/15/1960 15:00,"Saugus,MA"
Framingham,,OVAL,MA,8/15/1960 16:00,"Framingham,MA"
Long Beach,,OTHER,CA,8/17/1960 21:10,"Long Beach,CA"
Pittsburgh,,SPHERE,PA,8/20/1960 21:30,"Pittsburgh,PA"
Dickinson,,CIRCLE,ND,8/28/1960 21:00,"Dickinson,ND"
Buffalo,,OVAL,NY,9/5/1960 21:00,"Buffalo,NY"
Wichita,,OVAL,KS,9/10/1960 10:00,"Wichita,KS"
Kingsport,ORANGE,CIRCLE,TN,9/15/1960 19:00,"Kingsport,TN"
Seattle,,DISK,WA,9/15/1960 20:30,"Seattle,WA"
Susanville,,,CA,9/15/1960 21:00,"Susanville,CA"
Kaneohe,,LIGHT,HI,10/10/1960 20:00,"Kaneohe,HI"
Burnsville,,,MN,10/18/1960 0:00,"Burnsville,MN"
Westbury,,DISK,NY,11/2/1960 18:00,"Westbury,NY"
Sumner,,SPHERE,WA,11/11/1960 2:00,"Sumner,WA"
Kansas City,,,KS,11/15/1960 22:00,"Kansas City,KS"
Santa Clara,,CIRCLE,CA,1/1/1961 12:00,"Santa Clara,CA"
Kendallville,,CIRCLE,IN,1/1/1961 13:00,"Kendallville,IN"
Lancaster,,DISK,CA,2/2/1961 1:00,"Lancaster,CA"
Panhandle,,DIAMOND,TX,2/22/1961 20:00,"Panhandle,TX"
McGuire AFB,RED GREEN,SPHERE,NJ,3/12/1961 21:00,"McGuire AFB,NJ"
New York City,,CROSS,NY,3/29/1961 0:00,"New York City,NY"
Shenandoah,,LIGHT,PA,4/1/1961 20:00,"Shenandoah,PA"
Altus,,CIRCLE,OK,4/15/1961 21:00,"Altus,OK"
Auburn,,CIGAR,WA,5/1/1961 22:00,"Auburn,WA"
Parris Island,,VARIOUS,SC,5/15/1961 4:00,"Parris Island,SC"
Alpine,,DISK,UT,6/1/1961 0:00,"Alpine,UT"
no data,,TEARDROP,NY,6/1/1961 18:00,"no data,NY"
Opa Locka,,OTHER,FL,6/1/1961 18:00,"Opa Locka,FL"
Carrollton,,,TX,6/10/1961 19:30,"Carrollton,TX"
Huntsville,,TRIANGLE,AL,6/15/1961 12:00,"Huntsville,AL"
Richardson,GREEN,LIGHT,TX,6/15/1961 15:00,"Richardson,TX"
Frederick,,LIGHT,OK,6/15/1961 20:30,"Frederick,OK"
Chicago,,DISK,IL,6/17/1961 19:00,"Chicago,IL"
Webster Groves,,CIRCLE,MO,6/20/1961 0:00,"Webster Groves,MO"
Dallas,,DISK,GA,6/22/1961 0:00,"Dallas,GA"
Greensboro,,CIGAR,NC,6/30/1961 8:00,"Greensboro,NC"
Orlando,,DISK,FL,6/30/1961 15:00,"Orlando,FL"
La Mirada,ORANGE,CIGAR,CA,6/30/1961 19:00,"La Mirada,CA"
Rotan,,SPHERE,TX,6/30/1961 22:00,"Rotan,TX"
Lawrenceville,,CIRCLE,GA,7/1/1961 21:00,"Lawrenceville,GA"
West Haven,,LIGHT,CT,7/8/1961 21:00,"West Haven,CT"
Sapulpa,,,OK,7/15/1961 1:00,"Sapulpa,OK"
Gettysburg,,CIGAR,PA,7/15/1961 11:00,"Gettysburg,PA"
Mount Hope,,,WV,7/15/1961 23:00,"Mount Hope,WV"
Newberg,,EGG,OR,7/15/1961 23:30,"Newberg,OR"
Arlington Heights,,DISK,IL,7/16/1961 19:50,"Arlington Heights,IL"
Mill Valley,,DISK,CA,8/1/1961 0:00,"Mill Valley,CA"
Glenshaw,,DISK,PA,8/5/1961 21:15,"Glenshaw,PA"
Pittsburgh,,SPHERE,PA,8/5/1961 23:00,"Pittsburgh,PA"
Palatine,ORANGE,DISK,IL,8/9/1961 20:00,"Palatine,IL"
New York City,,DISK,NY,8/15/1961 19:00,"New York City,NY"
Evendale,,,OH,8/30/1961 0:00,"Evendale,OH"
Fort Benning,,DISK,GA,9/1/1961 18:46,"Fort Benning,GA"
Toledo,,LIGHT,OH,9/1/1961 20:30,"Toledo,OH"
Wahoo,,EGG,NE,9/15/1961 20:00,"Wahoo,NE"
Toledo,,SPHERE,OH,10/1/1961 3:00,"Toledo,OH"
Tulsa,,DISK,OK,10/1/1961 3:30,"Tulsa,OK"
Nashville,,DISK,TN,10/1/1961 19:00,"Nashville,TN"
Graham,,TRIANGLE,NC,10/1/1961 22:00,"Graham,NC"
Bristol,,SPHERE,TN,10/10/1961 19:00,"Bristol,TN"
Indialantic,,OVAL,FL,10/15/1961 18:00,"Indialantic,FL"
Bakersfield,RED,CIRCLE,CA,11/11/1961 23:00,"Bakersfield,CA"
Leesville,,FLASH,SC,11/26/1961 10:00,"Leesville,SC"
Bartow,,SPHERE,FL,12/17/1961 21:00,"Bartow,FL"
Forestburg,,SPHERE,TX,12/26/1961 20:00,"Forestburg,TX"
Key West,,SPHERE,FL,1/1/1962 8:00,"Key West,FL"
Fayetteville,,CIRCLE,NC,2/19/1962 21:00,"Fayetteville,NC"
Snohomish,,DIAMOND,WA,3/1/1962 8:00,"Snohomish,WA"
Wendover,,DISK,UT,3/3/1962 3:00,"Wendover,UT"
Clayton,,,NC,3/8/1962 21:00,"Clayton,NC"
Camden,,SPHERE,OH,3/15/1962 10:00,"Camden,OH"
Shenandoah,YELLOW,LIGHT,PA,3/31/1962 21:00,"Shenandoah,PA"
Huntingdon,GREEN,,GA,4/15/1962 21:00,"Huntingdon,GA"
Acoma,,CYLINDER,NM,5/15/1962 21:00,"Acoma,NM"
Toms River,,DISK,NJ,5/15/1962 21:00,"Toms River,NJ"
Pittsburg,RED,VARIOUS,OK,5/15/1962 21:30,"Pittsburg,OK"
Whitehouse,,LIGHT,NJ,5/20/1962 23:00,"Whitehouse,NJ"
Garland,,DISK,TX,5/30/1962 20:00,"Garland,TX"
Bartlesville,,,OK,6/1/1962 0:00,"Bartlesville,OK"
Charleston,,DISK,SC,6/1/1962 12:00,"Charleston,SC"
Ellwood City,,DISK,PA,6/1/1962 12:00,"Ellwood City,PA"
Liberty Homes,,SPHERE,SC,6/1/1962 12:00,"Liberty Homes,SC"
San Francisco,,CIRCLE,CA,6/1/1962 19:00,"San Francisco,CA"
Aurora,,LIGHT,CO,6/1/1962 20:00,"Aurora,CO"
Benton,,DISK,IL,6/1/1962 21:30,"Benton,IL"
Lempster,,CIRCLE,NH,6/14/1962 19:45,"Lempster,NH"
Castle Rock,,SPHERE,WA,6/15/1962 0:00,"Castle Rock,WA"
Lawrence County,,DISK,IL,6/15/1962 19:30,"Lawrence County,IL"
Booneville,,DISK,NC,6/15/1962 20:00,"Booneville,NC"
IL,,DISK,IL,6/15/1962 21:30,"IL,IL"
Joyce,,OTHER,WA,6/16/1962 23:30,"Joyce,WA"
Ossining,,,NY,6/25/1962 2:00,"Ossining,NY"
Orlando,,SPHERE,FL,6/30/1962 0:00,"Orlando,FL"
Granada Hills,,SPHERE,CA,6/30/1962 2:00,"Granada Hills,CA"
Cadiz,,,CA,6/30/1962 7:00,"Cadiz,CA"
Royal Oak,,DISK,MI,6/30/1962 17:30,"Royal Oak,MI"
Bethpage,,TRIANGLE,NY,6/30/1962 18:00,"Bethpage,NY"
Bay Area,,DISK,CA,6/30/1962 19:00,"Bay Area,CA"
Miami,,OVAL,FL,7/1/1962 0:00,"Miami,FL"
Chicago,,DISK,IL,7/1/1962 22:00,"Chicago,IL"
Seattle,,OTHER,WA,7/1/1962 22:00,"Seattle,WA"
Spearman,,,TX,7/4/1962 21:00,"Spearman,TX"
Lindsay,,CYLINDER,OK,7/7/1962 2:00,"Lindsay,OK"
Tannersville,,LIGHT,NY,7/10/1962 10:00,"Tannersville,NY"
Avon-by-the-Sea,ORANGE,VARIOUS,NJ,7/15/1962 2:00,"Avon-by-the-Sea,NJ"
Chicago,,OTHER,IL,7/15/1962 19:00,"Chicago,IL"
East Windsor,ORANGE,CIRCLE,CT,7/15/1962 21:00,"East Windsor,CT"
Frankfort,,OVAL,MI,7/15/1962 21:00,"Frankfort,MI"
Mentor,,DISK,OH,7/15/1962 21:00,"Mentor,OH"
Sunrise Beach,,CYLINDER,MO,7/15/1962 23:00,"Sunrise Beach,MO"
Burkesville,,DISK,KY,7/20/1962 18:00,"Burkesville,KY"
Springdale,,LIGHT,AR,7/20/1962 21:00,"Springdale,AR"
Rensselaer,,OTHER,NY,7/24/1962 12:00,"Rensselaer,NY"
Savannah,,DISK,GA,8/1/1962 15:00,"Savannah,GA"
Beaverton,,TRIANGLE,OR,8/1/1962 19:30,"Beaverton,OR"
Ship's Bottom,,,NJ,8/1/1962 23:00,"Ship's Bottom,NJ"
Lodi,RED,OTHER,OH,8/8/1962 14:00,"Lodi,OH"
Wellington,,,KS,8/10/1962 15:00,"Wellington,KS"
Denver,,DISK,CO,8/15/1962 17:30,"Denver,CO"
Nenana,,OVAL,AK,8/15/1962 19:00,"Nenana,AK"
